"pos","name","date","time","map"
"12","_PLAY_","11/12/17","931.020","apocalypse60"
"13","Nubcake","12/10/15","997.807","apocalypse60"
"14","EnZ","28/06/12","1045.407","apocalypse60"
"15","mordo","15/10/16","1180.492","apocalypse60"
"16","Barry_Allen","23/02/19","1204.304","apocalypse60"
"17","APKIS","12/10/15","1207.718","apocalypse60"
"18","Cleaner","11/12/17","1239.381","apocalypse60"
"19","Razer","12/10/15","1359.083","apocalypse60"
"20","rav","27/03/13","1437.521","apocalypse60"
"21","zerosignal","09/12/17","1451.899","apocalypse60"
"1","Goblin","17/03/18","13.740","apocalypse62"
"2","prd","17/03/18","14.119","apocalypse62"
"3","n00k!e","06/06/13","14.552","apocalypse62"
"4","APKIS","19/01/18","15.853","apocalypse62"
"5","Lofas","27/01/13","16.821","apocalypse62"
"6","ace","17/03/18","17.494","apocalypse62"
"7","santher","17/06/12","19.312","apocalypse62"
"8","Beepbeep","16/03/18","21.261","apocalypse62"
"9","fish","17/03/18","24.000","apocalypse62"
"10","}}Wetarded{{","17/03/18","24.903","apocalypse62"
"11","zerosignal","25/03/18","34.546","apocalypse62"
"1","Lofas","30/06/15","20.266","apocalypse63"
"2","n00k!e","17/01/14","20.498","apocalypse63"
"3","Stoner","15/12/17","20.574","apocalypse63"
"4","santher","17/06/12","20.596","apocalypse63"
"5","prd","30/06/15","20.601","apocalypse63"
"6","_PLAY_","30/06/15","20.616","apocalypse63"
"7","APKIS","12/12/17","20.896","apocalypse63"
"8","Killa","28/09/18","20.973","apocalypse63"
"9","Zod","25/09/17","21.270","apocalypse63"
"10","Nephi","06/08/17","21.340","apocalypse63"
"11","yogurt","25/09/17","21.699","apocalypse63"
"12","75400379","15/12/17","21.923","apocalypse63"
"13","zerosignal","28/09/18","22.968","apocalypse63"
"1","prd","27/01/18","63.261","apocalypse7"
"2","KroPP","09/02/14","63.822","apocalypse7"
"3","(MCS)Faderjok","22/11/13","68.934","apocalypse7"
"4","Castro","18/12/15","69.652","apocalypse7"
"5","quazilin","03/07/17","74.882","apocalypse7"
"6","Beepbeep","09/02/14","76.565","apocalypse7"
"7","ins","09/03/18","80.707","apocalypse7"
"8","sh@dow","23/01/18","83.034","apocalypse7"
"9","OpkeZ","04/07/12","104.515","apocalypse7"
"10","}}Wetarded{{","23/01/18","114.289","apocalypse7"
"11","zerosignal","23/01/18","194.720","apocalypse7"
"1","OpkeZ","16/12/19","150.171","apocalypse8"
"2","Lofas","17/10/14","168.085","apocalypse8"
"3","ziomek","16/12/19","181.644","apocalypse8"
"4","Direktor","21/12/19","191.103","apocalypse8"
"5","yogurt","19/10/16","194.828","apocalypse8"
"6","Tig","19/05/12","206.796","apocalypse8"
"7","_PLAY_","21/12/19","213.700","apocalypse8"
"8","zerosignal","16/12/19","214.232","apocalypse8"
"9","ace","15/11/14","252.627","apocalypse8"
"10","bossmies","21/12/19","258.763","apocalypse8"
"11","Castro","09/09/14","261.400","apocalypse8"
"12","}}Wetarded{{","10/05/13","275.221","apocalypse8"
"13","PRO-kypop","05/02/18","312.888","apocalypse8"
"14","fish","15/10/16","379.366","apocalypse8"
"15","mordo","08/03/17","381.262","apocalypse8"
"16","^WhIzArD^","21/12/19","425.225","apocalypse8"
"17","nbc.shadow_no","11/01/16","665.883","apocalypse8"
"18","Rambler","19/10/16","1333.623","apocalypse8"
"19","Kr3w","11/01/16","1337.018","apocalypse8"
"1","KroPP","11/07/14","22.589","apocalypse9"
"2","prd","12/12/17","23.049","apocalypse9"
"3","Killa","13/05/18","23.426","apocalypse9"
"4","masta","13/05/18","24.763","apocalypse9"
"5","Kr3w","12/12/17","25.212","apocalypse9"
"6","Idaho","13/05/18","26.627","apocalypse9"
"7","Cleaner","12/12/17","26.686","apocalypse9"
"8","_PLAY_","12/12/17","29.517","apocalypse9"
"9","zerosignal","12/12/17","31.957","apocalypse9"
"10","}}Wetarded{{","03/01/18","33.528","apocalypse9"
"11","Stoner","28/12/15","39.300","apocalypse9"
"12","slugsk!e","18/05/12","57.731","apocalypse9"
"13","75400379","24/11/18","100.662","apocalypse9"
"14","Turbo","13/05/18","165.916","apocalypse9"
"15","Tofik","03/01/18","1143.425","apocalypse9"
"1","prd","25/10/16","13.673","arenacross1"
"2","Lofas","08/10/17","13.697","arenacross1"
"3","Goblin","24/08/13","13.788","arenacross1"
"4","yogurt","25/10/16","13.892","arenacross1"
"5","Castro","24/08/13","13.969","arenacross1"
"6","cr33pz","29/08/14","14.066","arenacross1"
"7","(MCS)Faderjok","24/08/13","14.088","arenacross1"
"8","Beepbeep","18/06/13","14.112","arenacross1"
"9","EnZ","18/06/13","14.117","arenacross1"
"10","Nephi","15/06/14","14.139","arenacross1"
"11","_PLAY_","22/05/13","14.143","arenacross1"
"12","glide^","05/11/15","14.156","arenacross1"
"13","snake","03/06/12","14.165","arenacross1"
"14","g0rky","03/06/12","14.176","arenacross1"
"15","Zod","08/10/17","14.183","arenacross1"
"16","Killa","04/12/18","14.190","arenacross1"
"17","[sf]fasadin","18/06/13","14.221","arenacross1"
"18","diaa","10/12/13","14.241","arenacross1"
"19","quazilin","18/06/13","14.392","arenacross1"
"20","Scipio","05/11/12","14.552","arenacross1"
"21","JAKZAH","15/06/14","14.580","arenacross1"
"22","UniBG","03/06/12","14.591","arenacross1"
"23","deadfroggy","23/03/16","14.606","arenacross1"
"24","sh@dow","08/10/17","14.615","arenacross1"
"25","GreenJumper","09/07/15","14.655","arenacross1"
"26","Sanja","01/08/12","14.705","arenacross1"
"27","Idaho","08/10/15","14.723","arenacross1"
"28","strc","08/10/17","14.725","arenacross1"
"29","RoN!N","16/06/14","14.740","arenacross1"
"30","ToxicMonkey^MZC","22/05/13","14.775","arenacross1"
"31","[TURD]BURGER","27/08/13","14.780","arenacross1"
"32","baknd","05/11/12","14.796","arenacross1"
"33","{G}oo{F}","05/11/15","14.820","arenacross1"
"34","bossmies","12/09/19","14.850","arenacross1"
"35","Den4ik","24/08/13","14.852","arenacross1"
"36","maq","09/07/15","14.865","arenacross1"
"37","StardusT","03/06/12","14.865","arenacross1"
"38","Casper","02/11/14","14.941","arenacross1"
"39","Barry_Allen","11/06/18","15.023","arenacross1"
"40","kNoC","01/05/13","15.065","arenacross1"
"41","TeiOch^[tLk]","01/05/13","15.090","arenacross1"
"42","XtraGhost","21/07/18","15.151","arenacross1"
"43","}}Wetarded{{","11/06/18","15.177","arenacross1"
"44","Bless","24/08/13","15.268","arenacross1"
"45","fish","05/12/12","15.280","arenacross1"
"46","grigori","12/07/12","15.306","arenacross1"
"47","hao","16/07/17","15.312","arenacross1"
"48","'OrangeTea'","05/11/12","15.371","arenacross1"
"49","[3M.ROSS]","17/03/14","15.410","arenacross1"
"50","Direktor","15/07/19","15.444","arenacross1"
"51","Mako","08/10/17","15.455","arenacross1"
"52","Festival","08/10/17","15.489","arenacross1"
"53","Johnson","15/06/14","15.532","arenacross1"
"54","rav","26/03/13","15.540","arenacross1"
"55","Rambler","16/06/16","15.556","arenacross1"
"56","a2ha","29/08/14","15.615","arenacross1"
"57","cka3ka","22/01/15","15.660","arenacross1"
"58","Ratiosu","11/03/16","15.667","arenacross1"
"59","shabbatai","07/09/19","15.678","arenacross1"
"60","ins","08/10/17","15.732","arenacross1"
"61","[DARF]BALLS","27/08/13","15.812","arenacross1"
"62","DiVyDaN","08/10/17","15.848","arenacross1"
"63","p","01/12/13","15.858","arenacross1"
"64","Ceth","23/02/15","15.953","arenacross1"
"65","PRO-kypop","22/05/13","16.128","arenacross1"
"66","Higgins","16/06/14","16.183","arenacross1"
"67","zerosignal","18/01/18","16.190","arenacross1"
"68","kw4snY","08/10/17","16.304","arenacross1"
"69","75400379","14/10/18","16.365","arenacross1"
"70","shpongle","10/12/13","16.611","arenacross1"
"71","Voety","10/12/13","16.914","arenacross1"
"72","cez","01/01/13","17.153","arenacross1"
"73","b0t","15/06/14","17.433","arenacross1"
"74","nida_int","16/06/14","17.879","arenacross1"
"75","Turbo","17/04/17","19.456","arenacross1"
"76","Z","01/12/13","19.535","arenacross1"
"77","[NV]Poborovy_D","22/01/15","24.753","arenacross1"
"78","Tofik","08/10/17","100.073","arenacross1"
"79","OpkeZ","16/06/14","555.643","arenacross1"
"1","Killa","08/02/19","30.798","ariejump1"
"2","Castro","01/03/16","31.268","ariejump1"
"3","KroPP","29/12/12","31.598","ariejump1"
"4","}}Wetarded{{","15/11/17","32.599","ariejump1"
"5",":pP:Izanag","28/12/15","33.677","ariejump1"
"6","ds.ads","28/12/12","34.508","ariejump1"
"7","[sf]fasadin","10/03/13","34.588","ariejump1"
"8","bakkemon666","01/03/16","34.651","ariejump1"
"9","santher","04/04/12","35.551","ariejump1"
"10","Qub","08/02/19","37.837","ariejump1"
"11","Kr3w","15/11/17","38.438","ariejump1"
"12","zerosignal","08/02/19","41.523","ariejump1"
"13","glide^","24/11/14","41.717","ariejump1"
"14","[3M.ROSS]","10/07/15","41.750","ariejump1"
"15","fish","04/04/12","44.959","ariejump1"
"16","DM","30/12/15","45.990","ariejump1"
"17","'OrangeTea'","07/12/12","46.005","ariejump1"
"18","Casper","30/12/15","46.191","ariejump1"
"19","mordo","19/11/16","46.264","ariejump1"
"20","kw4snY","28/12/15","49.980","ariejump1"
"21","kNoC","31/05/13","57.308","ariejump1"
"22","ins","15/11/17","61.069","ariejump1"
"23","nbc.shadow_no","01/04/16","62.078","ariejump1"
"24","shpongle","22/10/13","63.623","ariejump1"
"25","Rambler","01/03/16","66.741","ariejump1"
"26","_PLAY_","15/01/13","67.865","ariejump1"
"27","Barry_Allen","08/02/19","71.282","ariejump1"
"28","75400379","31/01/18","71.597","ariejump1"
"29","metzger","09/08/12","74.415","ariejump1"
"30","Direktor","01/12/19","77.741","ariejump1"
"31","cka3ka","22/01/15","106.607","ariejump1"
"32","Gusto","24/12/13","150.501","ariejump1"
"33","nesqu1k","16/06/15","159.032","ariejump1"
"34","Ratiosu","28/12/15","240.260","ariejump1"
"35","PinguMoN^","04/01/17","364.842","ariejump1"
"1","KroPP","01/06/13","43.062","ariejump10"
"2","yogurt","28/07/16","45.239","ariejump10"
"3","Lofas","16/02/13","45.660","ariejump10"
"4","ziomek","09/10/19","46.020","ariejump10"
"5","slugsk!e","29/12/12","49.882","ariejump10"
"6","}}Wetarded{{","29/12/12","50.972","ariejump10"
"7","ds.ads","28/12/12","51.923","ariejump10"
"8","zerosignal","09/10/19","51.957","ariejump10"
"9","fish","26/05/13","54.482","ariejump10"
"10","Castro","23/02/14","55.380","ariejump10"
"11","Direktor","11/12/19","55.876","ariejump10"
"12","randy","23/02/14","60.184","ariejump10"
"13","WhiteDemoN","01/06/12","61.756","ariejump10"
"14","nbc.shadow_no","26/03/16","62.040","ariejump10"
"15","[3M.ROSS]","30/07/14","63.478","ariejump10"
"16","ins","26/03/16","67.096","ariejump10"
"17","Kr3w","26/12/15","67.513","ariejump10"
"18","&lt;&gt;","01/06/12","70.895","ariejump10"
"19","quazilin","24/08/13","74.100","ariejump10"
"20","Barry_Allen","27/05/18","76.302","ariejump10"
"21","ToxicMonkey^MZC","26/03/16","77.945","ariejump10"
"22","shpongle","09/01/14","79.415","ariejump10"
"23","75400379","12/11/18","79.680","ariejump10"
"24","baknd","17/05/13","80.671","ariejump10"
"25","metzger","02/12/12","87.678","ariejump10"
"26","Johnson","03/09/12","87.903","ariejump10"
"27","Sanja","01/06/12","89.307","ariejump10"
"28","Rambler","28/07/16","89.764","ariejump10"
"29","DinisKo","16/02/13","97.293","ariejump10"
"30","nesqu1k","16/06/15","100.866","ariejump10"
"31","_PLAY_","20/01/13","101.260","ariejump10"
"32","PinguMoN^","06/01/17","109.502","ariejump10"
"33","maq","26/02/18","128.199","ariejump10"
"34","PRO-kypop","14/04/16","139.988","ariejump10"
"35","Gusto","04/01/14","141.280","ariejump10"
"36","TropiKo","10/01/14","153.915","ariejump10"
"37","Julfisk","02/06/19","171.375","ariejump10"
"38","[DARF]BALLS","13/09/13","210.041","ariejump10"
"39","Some1","16/12/17","225.955","ariejump10"
"1","KroPP","01/06/13","26.022","ariejump11"
"2","ds.ads","28/12/12","28.656","ariejump11"
"3","ziomek","10/10/19","29.169","ariejump11"
"4","_PLAY_","12/01/13","33.976","ariejump11"
"5","Idaho","06/12/12","35.153","ariejump11"
"6","Cleaner","21/10/13","35.240","ariejump11"
"7","Rambler","08/02/17","36.872","ariejump11"
"8","Sanja","05/05/12","37.452","ariejump11"
"9","PRO-kypop","13/07/15","42.349","ariejump11"
"10","}}Wetarded{{","11/05/13","46.749","ariejump11"
"11","zerosignal","19/09/17","48.710","ariejump11"
"12","Direktor","10/10/19","49.442","ariejump11"
"13","car^^","09/05/15","50.781","ariejump11"
"14","quazilin","12/01/14","54.115","ariejump11"
"15","kNoC","06/12/12","57.078","ariejump11"
"16","[TURD]BURGER","30/08/13","62.338","ariejump11"
"17","CreePy^","08/02/17","62.503","ariejump11"
"18","cez","12/01/13","64.949","ariejump11"
"19","nbc.shadow_no","09/05/15","65.407","ariejump11"
"20","75400379","17/09/18","74.438","ariejump11"
"21","Plajjump","07/05/15","83.167","ariejump11"
"22","qt","08/02/17","83.940","ariejump11"
"23","kw4snY","12/01/14","90.221","ariejump11"
"24","ricebiscuit","19/09/17","90.954","ariejump11"
"25","'OrangeTea'","17/07/12","91.494","ariejump11"
"26","Johnson","06/12/12","104.517","ariejump11"
"27","ins","23/10/17","118.119","ariejump11"
"28","Barry_Allen","27/05/18","134.534","ariejump11"
"29","Julfisk","02/06/19","134.726","ariejump11"
"30","Gusto","04/01/14","135.455","ariejump11"
"31","PinguMoN^","06/01/17","186.408","ariejump11"
"32","grigori","12/07/12","299.316","ariejump11"
"1","Direktor","30/11/19","26.244","ariejump12"
"2","APKIS","14/10/15","27.713","ariejump12"
"3","KroPP","09/12/12","29.188","ariejump12"
"4","ds.ads","28/12/12","31.188","ariejump12"
"5","75400379","17/03/14","32.453","ariejump12"
"6","randy","11/03/14","36.529","ariejump12"
"7","ziomek","30/11/19","38.105","ariejump12"
"8","[3M.ROSS]","04/02/14","38.205","ariejump12"
"9","_PLAY_","28/12/12","39.300","ariejump12"
"10","prd","14/10/15","42.167","ariejump12"
"11","maq","14/10/15","42.295","ariejump12"
"12","sh@dow","12/12/16","42.606","ariejump12"
"13","nbc.shadow_no","03/08/15","50.981","ariejump12"
"14","Casper","17/03/14","51.350","ariejump12"
"15","Scorpion","04/03/14","56.000","ariejump12"
"16","shpongle","01/11/13","56.059","ariejump12"
"17","}}Wetarded{{","18/07/12","63.703","ariejump12"
"18","ace","21/05/19","69.843","ariejump12"
"19","'OrangeTea'","21/05/19","70.370","ariejump12"
"20","[TURD]BURGER","01/11/13","71.625","ariejump12"
"21","Rambler","12/07/18","71.778","ariejump12"
"22","ins","23/10/17","72.018","ariejump12"
"23","fish","28/03/13","75.315","ariejump12"
"24","kNoC","09/12/12","83.952","ariejump12"
"25","slugsk!e","09/12/12","86.925","ariejump12"
"26","Razer","14/10/15","105.196","ariejump12"
"27","ToxicMonkey^MZC","17/03/14","110.206","ariejump12"
"28","CreePy^","28/03/17","132.812","ariejump12"
"29","PinguMoN^","07/01/17","133.769","ariejump12"
"30","-TheBest-","01/11/13","153.801","ariejump12"
"31","Gusto","04/01/14","164.928","ariejump12"
"32","Barry_Allen","08/06/18","255.309","ariejump12"
"33","zerosignal","27/09/17","256.316","ariejump12"
"1","Killa","05/04/18","6.905","ariejump13"
"2","KroPP","17/10/15","6.948","ariejump13"
"3","Goblin","05/04/18","6.979","ariejump13"
"4","Lofas","05/07/12","7.038","ariejump13"
"5","Tig","22/05/12","7.247","ariejump13"
"6","santher","08/11/12","7.280","ariejump13"
"7","}}Wetarded{{","28/03/13","7.379","ariejump13"
"8","_PLAY_","15/10/14","7.489","ariejump13"
"9","{G}oo{F}","17/10/15","7.625","ariejump13"
"10","g0rky","08/06/12","7.630","ariejump13"
"11","Boru","08/11/12","7.676","ariejump13"
"12","deadfroggy","24/04/15","7.679","ariejump13"
"13","Idaho","17/10/15","7.703","ariejump13"
"14","StardusT","08/06/12","7.745","ariejump13"
"15","[3M.ROSS]","15/10/14","7.837","ariejump13"
"16","baknd","17/10/15","7.888","ariejump13"
"17","snake","05/07/12","7.896","ariejump13"
"18","Mehis","11/05/19","8.256","ariejump13"
"19","pablo","26/01/13","8.312","ariejump13"
"20","quazilin","28/03/13","8.415","ariejump13"
"21","Sanja","15/06/12","8.596","ariejump13"
"22","^WhIzArD^","05/04/18","9.136","ariejump13"
"23","ace","09/08/19","9.176","ariejump13"
"24","glide^","17/10/15","9.214","ariejump13"
"25","Johnson","30/11/12","9.286","ariejump13"
"26","'OrangeTea'","22/10/12","9.406","ariejump13"
"27","theloneranger","15/10/14","9.457","ariejump13"
"28","randy","17/10/15","9.631","ariejump13"
"29","Barry_Allen","08/06/18","9.661","ariejump13"
"30","Direktor","17/01/19","9.669","ariejump13"
"31","Rambler","23/01/17","9.894","ariejump13"
"32","nyzki","24/01/16","9.896","ariejump13"
"33","ins","23/10/17","9.974","ariejump13"
"34","fish","08/11/12","10.058","ariejump13"
"35","maq","24/04/15","10.187","ariejump13"
"36","car^^","24/04/15","10.196","ariejump13"
"37","75400379","31/01/18","10.378","ariejump13"
"38","zerosignal","23/10/17","10.393","ariejump13"
"39","greedisgood210","05/04/18","10.805","ariejump13"
"40","backfire","06/08/17","12.021","ariejump13"
"41","bossmies","12/09/19","13.435","ariejump13"
"42","kallu","24/01/16","15.976","ariejump13"
"43","PinguMoN^","07/01/17","24.053","ariejump13"
"1","KroPP","29/06/13","35.998","ariejump14"
"2","APKIS","12/01/19","38.772","ariejump14"
"3","Lofas","23/08/12","40.294","ariejump14"
"4","neoxotb","12/01/19","42.682","ariejump14"
"5","Rambler","12/10/18","47.116","ariejump14"
"6","Direktor","12/10/18","54.600","ariejump14"
"7","Cleaner","06/01/18","56.893","ariejump14"
"8","Castro","12/04/14","70.945","ariejump14"
"9","Beepbeep","15/06/18","73.599","ariejump14"
"10","Sanja","20/05/12","73.938","ariejump14"
"11","Barry_Allen","12/01/19","80.034","ariejump14"
"12","}}Wetarded{{","16/05/18","89.234","ariejump14"
"13","quazilin","28/11/13","157.465","ariejump14"
"14","ins","23/10/17","165.864","ariejump14"
"15","Mako","15/06/18","178.962","ariejump14"
"16","75400379","12/01/19","180.296","ariejump14"
"17","WhiteDemoN","22/01/14","203.774","ariejump14"
"18","ace","16/12/18","241.559","ariejump14"
"19","zerosignal","23/10/17","340.045","ariejump14"
"20","bossmies","13/01/19","383.188","ariejump14"
"1","KroPP","15/10/13","25.417","ariejump15"
"2","Lofas","24/09/13","26.127","ariejump15"
"3","APKIS","03/12/17","26.524","ariejump15"
"4","Tig","22/05/12","27.748","ariejump15"
"5","}}Wetarded{{","21/10/12","28.717","ariejump15"
"6","Direktor","10/11/19","28.794","ariejump15"
"7","[3M.ROSS]","13/02/15","28.871","ariejump15"
"8","neoxotb","10/11/19","28.987","ariejump15"
"9","nbc.shadow_no","15/08/15","32.709","ariejump15"
"10","_PLAY_","21/10/12","32.720","ariejump15"
"11","Sanja","21/10/12","32.812","ariejump15"
"12","Beepbeep","08/06/18","33.098","ariejump15"
"13","zerosignal","08/06/18","33.405","ariejump15"
"14","Cleaner","24/09/13","33.417","ariejump15"
"15","Int0xiKated","21/10/12","33.642","ariejump15"
"16","^WhIzArD^","09/01/17","35.201","ariejump15"
"17","mordo","18/11/16","35.719","ariejump15"
"18","StardusT","07/04/12","36.031","ariejump15"
"19","75400379","14/12/18","47.186","ariejump15"
"20","{G}oo{F}","30/11/15","50.996","ariejump15"
"21","kNoC","13/12/12","51.001","ariejump15"
"22","[TURD]BURGER","20/09/13","54.532","ariejump15"
"23","kw4snY","01/11/16","57.346","ariejump15"
"24","car^^","15/08/15","59.532","ariejump15"
"25","Scorpion","04/03/14","61.999","ariejump15"
"26","ToxicMonkey^MZC","30/11/15","67.000","ariejump15"
"27","cr33pz","21/10/12","73.190","ariejump15"
"28","Barry_Allen","08/06/18","79.231","ariejump15"
"29","'OrangeTea'","12/07/12","81.650","ariejump15"
"30","Plajjump","24/09/13","82.951","ariejump15"
"31","Gusto","07/01/14","84.307","ariejump15"
"32","ins","23/10/17","89.911","ariejump15"
"33","PinguMoN^","07/01/17","126.276","ariejump15"
"34","maq","30/11/15","170.080","ariejump15"
"1","Killa","17/08/19","14.304","ariejump16"
"2","ds.ads","24/11/12","14.705","ariejump16"
"3","Idaho","28/05/18","15.313","ariejump16"
"4","KroPP","24/11/12","15.365","ariejump16"
"5","g0rky","24/11/12","15.376","ariejump16"
"6","ace","28/05/18","15.384","ariejump16"
"7","qTr","28/05/18","15.392","ariejump16"
"8","SBL","17/08/19","15.516","ariejump16"
"9","[3M.ROSS]","05/07/14","15.595","ariejump16"
"10","UniBG","01/06/12","16.121","ariejump16"
"11","Beepbeep","14/03/18","16.254","ariejump16"
"12","draxi","28/05/18","16.724","ariejump16"
"13","Boru","12/01/13","16.786","ariejump16"
"14","_PLAY_","12/01/13","17.003","ariejump16"
"15","StardusT","12/03/12","17.300","ariejump16"
"16","Nubcake","15/09/15","17.375","ariejump16"
"17","Castro","27/11/13","17.599","ariejump16"
"18","(MCS)Faderjok","27/11/13","17.768","ariejump16"
"19","fish","01/06/12","18.111","ariejump16"
"20","nbc.shadow_no","09/06/15","18.618","ariejump16"
"21","cka3ka","15/09/15","18.662","ariejump16"
"22","}}Wetarded{{","05/12/17","18.794","ariejump16"
"23","Sanja","19/09/12","19.750","ariejump16"
"24","kNoC","30/11/12","20.360","ariejump16"
"25","zerosignal","28/05/18","21.197","ariejump16"
"26","'OrangeTea'","19/09/12","22.267","ariejump16"
"27","CodeBlack","24/03/15","25.181","ariejump16"
"28","Direktor","14/12/19","25.673","ariejump16"
"29","75400379","06/10/18","26.907","ariejump16"
"30","Rhin","15/07/12","30.148","ariejump16"
"31","Bless","06/08/13","30.665","ariejump16"
"32","ToxicMonkey^MZC","12/03/12","39.500","ariejump16"
"33","Barry_Allen","08/06/18","53.192","ariejump16"
"34","ins","23/10/17","101.592","ariejump16"
"35","Mako","17/08/19","152.256","ariejump16"
"36","CreePy^","18/08/16","203.655","ariejump16"
"37","PinguMoN^","07/01/17","296.086","ariejump16"
"38","Tofik","17/08/19","538.073","ariejump16"
"1","Killa","09/01/19","14.198","ariejump17"
"2","KroPP","15/10/13","14.258","ariejump17"
"3","Tig","22/05/12","14.311","ariejump17"
"4","(MCS)Faderjok","18/08/12","14.899","ariejump17"
"5","sbammm","31/01/17","14.962","ariejump17"
"6","}}Wetarded{{","20/11/17","15.523","ariejump17"
"7","zerosignal","09/01/19","17.922","ariejump17"
"8","ace","31/01/17","18.306","ariejump17"
"9","_PLAY_","13/07/18","20.626","ariejump17"
"10","[3M.ROSS]","06/06/15","20.635","ariejump17"
"11","Cleaner","21/09/13","21.980","ariejump17"
"12","StardusT","14/03/12","23.700","ariejump17"
"13","yogurt","31/01/17","24.213","ariejump17"
"14","greedisgood210","01/12/18","26.778","ariejump17"
"15","nbc.shadow_no","03/09/16","28.646","ariejump17"
"16","g0rky","08/06/12","32.249","ariejump17"
"17","nesqu1k","16/06/15","33.705","ariejump17"
"18","75400379","14/12/18","34.270","ariejump17"
"19","kNoC","30/11/12","42.523","ariejump17"
"20","ToxicMonkey^MZC","05/01/18","50.887","ariejump17"
"21","Direktor","09/01/19","55.958","ariejump17"
"22","ins","23/10/17","56.144","ariejump17"
"23","Barry_Allen","08/06/18","112.423","ariejump17"
"24","quazilin","11/07/13","149.298","ariejump17"
"25","PinguMoN^","07/01/17","240.218","ariejump17"
"1","APKIS","16/06/15","17.666","ariejump18"
"2","Lofas","15/03/14","17.756","ariejump18"
"3","KroPP","15/03/14","17.857","ariejump18"
"4","yogurt","18/05/17","18.337","ariejump18"
"5","Casper","15/03/14","18.360","ariejump18"
"6","Direktor","14/07/19","19.218","ariejump18"
"7","Cleaner","18/05/17","19.239","ariejump18"
"8","neoxotb","22/04/18","19.251","ariejump18"
"9","[3M.ROSS]","06/03/15","19.623","ariejump18"
"10","Sanja","18/07/12","19.656","ariejump18"
"11","santher","10/05/12","19.729","ariejump18"
"12","fish","18/12/13","19.736","ariejump18"
"13","car^^","27/03/16","20.414","ariejump18"
"14","UniBG","05/11/12","21.446","ariejump18"
"15","'OrangeTea'","05/11/12","21.567","ariejump18"
"16","zerosignal","22/04/18","22.602","ariejump18"
"17","ins","27/03/16","23.535","ariejump18"
"18","PRO-kypop","16/06/15","24.753","ariejump18"
"19","nbc.shadow_no","27/03/16","26.039","ariejump18"
"20","quazilin","10/05/14","26.745","ariejump18"
"21","buzt3r","01/05/16","27.000","ariejump18"
"22","maq","16/06/15","27.189","ariejump18"
"23","Beepbeep","10/09/18","28.330","ariejump18"
"24","}}Wetarded{{","05/08/18","29.357","ariejump18"
"25","Tofik","22/04/18","30.081","ariejump18"
"26","Rambler","31/07/15","31.701","ariejump18"
"27","75400379","21/01/19","33.709","ariejump18"
"28","metzger","18/12/13","35.907","ariejump18"
"29","_PLAY_","20/02/13","36.419","ariejump18"
"30","StardusT","11/03/12","36.500","ariejump18"
"31","g0rky","03/06/12","39.408","ariejump18"
"32","Phu","05/11/12","41.122","ariejump18"
"33","cka3ka","17/03/14","50.733","ariejump18"
"34","Barry_Allen","22/04/18","53.103","ariejump18"
"35","Castro","17/03/14","55.087","ariejump18"
"36","ace","11/08/19","57.944","ariejump18"
"37","nesqu1k","10/07/16","66.533","ariejump18"
"38","Scorpion","15/03/14","77.905","ariejump18"
"39","ToxicMonkey^MZC","03/07/15","91.575","ariejump18"
"40","kNoC","24/06/13","111.086","ariejump18"
"41","PinguMoN^","07/01/17","145.877","ariejump18"
"42","Mako","22/04/18","166.679","ariejump18"
"1","Killa","12/04/19","14.597","ariejump19"
"2","prd","14/10/18","14.716","ariejump19"
"3","Lofas","14/10/18","14.842","ariejump19"
"4","Goblin","03/03/18","15.082","ariejump19"
"5","}}Wetarded{{","31/10/17","15.414","ariejump19"
"6","KroPP","28/09/13","15.452","ariejump19"
"7","snake","30/03/12","16.064","ariejump19"
"8","Castro","21/08/18","16.501","ariejump19"
"9","Sanja","26/07/12","17.283","ariejump19"
"10","Casper","10/07/12","17.535","ariejump19"
"11","'OrangeTea'","16/11/12","17.906","ariejump19"
"12","Kr3w","31/10/17","18.061","ariejump19"
"13","maq","03/03/18","18.632","ariejump19"
"14","zerosignal","03/03/18","18.784","ariejump19"
"15","[3M.ROSS]","28/09/13","18.938","ariejump19"
"16","Cleaner","29/01/18","19.203","ariejump19"
"17","slugsk!e","26/07/12","19.587","ariejump19"
"18","XtraGhost","31/10/17","19.672","ariejump19"
"19","cr33pz","16/11/12","19.882","ariejump19"
"20","Julfisk","12/06/13","20.416","ariejump19"
"21","fish","12/06/13","20.841","ariejump19"
"22","^WhIzArD^","04/05/16","21.300","ariejump19"
"23","grigori","19/03/13","21.552","ariejump19"
"24","75400379","04/12/18","21.927","ariejump19"
"25","przypal","02/03/14","22.696","ariejump19"
"26","Dusk","15/09/19","25.666","ariejump19"
"27","StardusT","09/03/12","25.700","ariejump19"
"28","kNoC","30/11/12","29.141","ariejump19"
"29","ace","12/10/19","29.537","ariejump19"
"30","qt","13/02/17","30.566","ariejump19"
"31","nesqu1k","10/07/16","32.310","ariejump19"
"32","ins","23/10/17","37.245","ariejump19"
"33","sofiene","08/03/12","38.600","ariejump19"
"34","Death_Jump","28/12/13","40.846","ariejump19"
"35","baknd","23/11/12","44.619","ariejump19"
"36","PRO-kypop","05/06/16","45.479","ariejump19"
"37","Rambler","19/04/16","49.746","ariejump19"
"38","StalkerKoffie","11/07/13","56.933","ariejump19"
"39","deadfroggy","19/02/15","67.612","ariejump19"
