"","id","comps","comp_score","1st","2nd","3rd","4th","5th","score","name"
"368",367,1,0,0,0,0,0,0,0,"spam"
"474",473,1,0,0,0,0,0,0,0,"spanther"
"602",601,1,0,0,0,0,0,0,0,"spawn"
"2",1,1,0,0,0,0,0,0,0,"Spectar"
"723",722,3,0,0,0,0,0,0,1,"SPILONIZER"
"1049",1048,2,0,0,0,0,0,0,0,"Spl"
"555",554,1,0,0,0,0,0,0,0,"SpLaTbOy"
"348",347,1,0,0,0,0,0,0,0,"spongebob"
"754",753,50,0,0,0,0,0,0,22,"Squaah"
"749",748,15,0,0,0,0,0,1,64,"SqUiRt"
"513",512,1,0,0,0,0,0,0,0,"sraczka"
"1057",1056,2,0,0,0,0,0,0,2,"SRAKA"
"997",996,1,0,0,0,1,0,0,16,"SrGuillester"
"908",907,1,0,0,0,0,0,0,0,"ss"
"623",622,1,0,0,0,0,0,0,0,"SsregitosS"
"133",132,0,0,0,0,0,0,0,0,"St0k3d"
"165",164,0,0,0,0,0,0,0,0,"St0rM"
"69",68,0,0,0,0,0,0,0,0,"stab"
"750",749,5,0,0,0,0,0,0,18,"stab2"
"454",453,1,0,0,0,0,0,0,0,"STALIN=GAY"
"1104",1103,46,0,0,0,0,0,0,6,"Stalker"
"70",69,33,0,0,0,0,0,0,11,"StalkerKoffie"
"115",114,0,0,0,0,0,0,0,0,"StalkerTea"
"206",205,343,0,0,0,1,4,4,671,"StardusT"
"834",833,1,0,0,0,0,0,0,0,"staszowZYDY"
"405",404,182,0,0,2,0,4,5,589,"step"
"457",456,1,0,0,0,0,0,0,0,"stepper"
"1108",1107,1,0,0,0,0,0,0,0,"STEPSIZE"
"146",145,0,0,0,0,0,0,0,0,"STO3R.v3"
"991",990,8,0,0,0,0,0,0,0,"stoned'"
"236",235,533,0,40,67,76,66,56,6591,"Stoner"
"1110",1109,1,0,0,0,0,0,0,0,"StorBen"
"845",844,1,0,0,0,0,0,0,0,"STORM"
"990",989,16,0,0,0,0,0,0,0,"strc"
"28",27,0,0,0,0,0,0,0,0,"Strike"
"117",116,0,0,0,0,0,0,0,0,"Struiseh!"
"325",324,5,0,0,0,0,0,0,8,"strzelacz"
"891",890,1,0,0,0,0,0,0,0,"Suislide"
"628",627,2,0,0,0,0,0,0,0,"Suoky"
"1044",1043,1,0,0,0,0,0,0,0,"sup"
"277",276,55,0,0,0,0,0,0,15,"Super_Mario"
"257",256,2,0,0,0,0,0,0,0,"sus"
"1125",1124,1,0,0,0,0,0,0,0,"syanid"
"336",335,4,0,0,0,0,1,0,40,"szonek"
"664",663,4,0,0,0,0,0,0,11,"Sztrucel"
"899",898,1,0,0,0,0,0,0,0,"szymon"
"887",886,1,0,0,0,0,0,0,0,"szyzydymyzy"
"660",659,2,0,0,0,0,0,0,0,"TAM"
"363",362,4,0,0,0,0,0,0,7,"tatomaatti"
"158",157,0,0,0,0,0,0,0,0,"tdg_hubercik"
"82",81,0,0,0,0,0,0,0,0,"Teecee"
"197",196,0,0,0,0,0,0,0,0,"TEHavalanche"
"604",603,47,0,0,0,0,0,0,4,"TehChaoz"
"234",233,137,0,1,5,4,1,6,641,"TeiOch^[tLk]"
"746",745,1,0,0,0,0,0,0,0,"test"
"1071",1070,1,0,0,0,0,0,0,0,"testingace"
"1046",1045,54,0,1,1,1,0,3,239,"the_FRESH_k1d"
"638",637,1,0,0,0,0,0,0,0,"TheBest"
"1081",1080,1,0,0,0,0,0,0,0,"theBrool"
"702",701,1,0,0,0,0,0,0,0,"theFRESHkid"
"532",531,2,0,0,0,0,0,0,0,"TheJ"
"255",254,99,0,1,0,1,0,7,275,"theloneranger"
"116",115,0,0,0,0,0,0,0,0,"ThePetKiller"
"915",914,1,0,0,0,0,0,0,0,"ThePit85"
"294",293,1,0,0,0,0,0,0,0,"Theworst"
"618",617,1,0,0,0,0,0,0,0,"thonolan"
"1074",1073,3,0,0,0,0,0,0,5,"tHriL"
"695",694,23,0,0,0,0,0,1,54,"thuGGee"
"111",110,0,0,0,0,0,0,0,0,"Tide"
"232",231,298,0,6,32,42,43,27,3174,"Tig"
"680",679,37,0,0,0,0,0,0,1,"tjotosz?"
"598",597,255,0,0,0,0,0,2,211,"Tofik"
"1121",1120,1,0,0,0,0,0,0,0,"tOk.P!o"
"592",591,9,0,0,0,0,0,0,0,"tommy"
"79",78,1,0,0,0,0,0,0,0,"Tony"
"1058",1057,1,0,0,0,0,0,0,0,"toogood"
"608",607,1,0,0,0,0,0,0,0,"torail"
"239",238,76,0,3,3,7,9,8,663,"ToRc}{"
"935",934,1,0,0,0,0,0,0,0,"ToxicIsBeautifu"
"208",207,1323,0,1,1,3,5,10,963,"ToxicMonkey^MZC"
"767",766,1,0,0,0,0,0,0,0,"ToXiiC"
"766",765,2,0,0,0,0,0,0,0,"toxqj"
"59",58,0,0,0,0,0,0,0,0,"Tralz"
"331",330,1,0,0,0,0,0,0,0,"Trd_Trd"
"275",274,6,0,0,0,0,0,0,0,"Trent"
"193",192,0,0,0,0,0,0,0,0,"Trident"
"12",11,0,0,0,0,0,0,0,0,"TrIpPiN"
"613",612,1,0,0,0,0,0,0,0,"TriXx|Vu|1|can"
"960",959,2,0,0,0,0,0,0,0,"troop"
"658",657,30,0,0,0,0,0,0,2,"TropiKo"
"950",949,4,0,0,0,0,0,0,0,"tuhma"
"820",819,1,0,0,0,0,0,0,0,"TUM"
"58",57,0,0,0,0,0,0,0,0,"Tunafish.tmp"
"1013",1012,211,0,0,0,1,1,2,549,"Turbo"
"867",866,1,0,0,0,0,1,0,13,"UaT"
"520",519,1,0,0,0,0,0,0,0,"uBaH"
"411",410,2,0,0,0,0,0,0,0,"uBaH_DoPH"
"307",306,2,0,0,0,0,0,0,10,"UGHH"
"1019",1018,1,0,0,0,0,0,0,0,"Ultraviolence"
"209",208,232,0,2,3,5,9,9,1164,"UniBG"
"813",812,127,0,0,0,0,0,1,91,"unit3D"
"481",480,1,0,0,0,0,0,0,0,"Unix"
"498",497,4,0,0,0,0,0,0,0,"unnamed"
"185",184,0,0,0,0,0,0,0,0,"unpreDIct"
"1067",1066,1,0,0,0,0,0,0,0,"URMOTHER"
"1109",1108,1,0,0,0,0,0,0,0,"user"
"456",455,1,0,0,0,0,0,0,0,"vagina"
"833",832,164,0,0,0,0,0,0,87,"Valuutta"
"524",523,2,0,0,0,0,0,0,0,"Veezy"
"271",270,21,0,0,0,0,0,0,10,"Visor"
"231",230,402,0,0,3,1,2,0,617,"Voety"
"135",134,0,0,0,0,0,0,0,0,"w00dStocK"
"19",18,0,0,0,0,0,0,0,0,"wandy_shc"
"965",964,10,0,0,0,0,0,0,4,"wannab'"
"412",411,3,0,0,0,0,0,0,0,"Wannabe"
"866",865,1,0,0,0,0,0,0,2,"WAR!AT"
"777",776,2,0,0,0,0,0,0,8,"WasteR"
"27",26,0,0,0,0,0,0,0,0,"wec"
"258",257,71,0,1,0,1,2,4,343,"WhiteDemoN"
"657",656,2,0,0,0,0,0,0,0,"who"
"892",891,1,0,0,0,0,0,0,0,"WhyNoAPKIS?"
"588",587,1,0,0,0,0,0,0,0,"WieslawRurarz"
"849",848,296,0,0,0,0,0,0,203,"Wolfeh"
"770",769,1,0,0,0,0,0,0,0,"wootwoot"
"163",162,0,0,0,0,0,0,0,0,"wow"
"542",541,2,0,0,0,0,0,0,0,"wtc_wtz"
"139",138,0,0,0,0,0,0,0,0,"www.catnip.tk"
"689",688,1,0,0,0,0,0,0,0,"X.X.X"
"540",539,1,0,0,0,0,0,0,0,"Xatrix"
"534",533,16,0,0,0,0,0,0,7,"xcrx"
"502",501,4,0,0,0,0,0,0,6,"XCRZUHH"
"192",191,0,0,0,0,0,0,0,0,"xircuit(2.0)"
"982",981,88,0,0,0,0,0,0,184,"XtraGhost"
"943",942,7,0,0,0,0,0,0,0,"Xx4v9LatiosxX"
"952",951,2,0,0,0,0,0,0,0,"Xx4v9RatiasuxX"
"132",131,0,0,0,0,0,0,0,0,"xXraven0uZXx"
"39",38,0,0,0,0,0,0,0,0,"Xyb^"
"191",190,0,0,0,0,0,0,0,0,"xyz"
"1133",1132,1,0,0,0,0,0,0,0,"yageman"
"906",905,1,0,0,0,0,0,0,0,"yak"
"781",780,1,0,0,0,0,0,0,0,"yand3x"
"147",146,0,0,0,0,0,0,0,0,"yEroo"
"955",954,1,0,0,0,0,0,0,0,"yigit"
"251",250,1168,0,85,109,93,121,106,11935,"yogurt"
"536",535,8,0,0,0,0,0,0,0,"Yummiee!"
"635",634,3,0,0,0,0,0,0,0,"Z"
"762",761,1,0,0,0,0,0,0,0,"z3r0c00l"
"930",929,2,0,0,0,0,0,0,0,"zaibatsu"
"757",756,1,0,0,0,0,0,0,0,"zaibatzu"
"563",562,1,0,0,0,0,0,0,0,"zaser"
"37",36,0,0,0,0,0,0,0,0,"Zenix^"
"614",613,4,0,0,0,0,0,0,0,"zer0"
"195",194,0,0,0,0,0,0,0,0,"zero"
"328",327,1,0,0,0,0,0,0,0,"ZeroMan"
"1051",1050,2509,0,0,3,9,31,41,5417,"zerosignal"
"269",268,1,0,0,0,0,0,0,0,"Zgwalce_Cie!"
"881",880,4,0,0,0,0,0,0,10,"Zifre"
"1079",1078,1,0,0,0,0,0,0,0,"zilla"
"661",660,2,0,0,0,0,0,0,0,"ziman"
"184",183,0,0,0,0,0,0,0,0,"ziolo"
"1000",999,1,0,0,0,0,0,0,0,"ziomek"
"975",974,316,0,6,20,46,25,26,3066,"Zod"
"626",625,1,0,0,0,0,0,0,0,"zoinks"
"297",296,10,0,0,0,1,0,0,34,"ZORIX"
"312",311,5,0,0,0,0,0,0,7,"zorre"
"937",936,1,0,0,0,0,0,0,0,"ZulleX"
"1",0,0,0,0,0,0,0,0,0,"zYc0"
"51",50,0,0,0,0,0,0,0,0,"zZz"
