pos,name,time,map,first,perc_from_first
2,santher,27.512,bubspeed1,27.383,0.47%
3,KroPP,27.664,bubspeed1,27.383,1.02%
4,prd,27.694,bubspeed1,27.383,1.12%
5,ds.ads,27.727,bubspeed1,27.383,1.24%
6,Lofas,28.068,bubspeed1,27.383,2.44%
7,cr33pz,28.211,bubspeed1,27.383,2.94%
8,yogurt,28.373,bubspeed1,27.383,3.49%
9,ace,28.589,bubspeed1,27.383,4.22%
10,EnZ,28.679,bubspeed1,27.383,4.52%
11,Beepbeep,29.265,bubspeed1,27.383,6.43%
12,a2ha,29.578,bubspeed1,27.383,7.42%
13,Casper,29.83,bubspeed1,27.383,8.20%
14,Idaho,29.9,bubspeed1,27.383,8.42%
15,step,30.455,bubspeed1,27.383,10.09%
16,Castro,31.116,bubspeed1,27.383,12.00%
17,Int0xiKated,32.183,bubspeed1,27.383,14.91%
18,slugsk!e,34.139,bubspeed1,27.383,19.79%
19,:pP:Izanag,35.731,bubspeed1,27.383,23.36%
20,TeiOch^[tLk],35.96,bubspeed1,27.383,23.85%
21,Qub,36.174,bubspeed1,27.383,24.30%
22,Cleaner,36.325,bubspeed1,27.383,24.62%
23,[3M.ROSS],36.469,bubspeed1,27.383,24.91%
24,_PLAY_,36.547,bubspeed1,27.383,25.07%
25,kNoC,37.16,bubspeed1,27.383,26.31%
26,baknd,37.161,bubspeed1,27.383,26.31%
27,tjotosz?,37.198,bubspeed1,27.383,26.39%
28,glide^,37.398,bubspeed1,27.383,26.78%
29,quazilin,37.72,bubspeed1,27.383,27.40%
30,'OrangeTea',38.413,bubspeed1,27.383,28.71%
31,greenz,38.502,bubspeed1,27.383,28.88%
32,GreenJumper,38.59,bubspeed1,27.383,29.04%
33,zerosignal,39.151,bubspeed1,27.383,30.06%
34,Johnson,39.306,bubspeed1,27.383,30.33%
35,g0rky,40.34,bubspeed1,27.383,32.12%
36,Death_Jump,41.058,bubspeed1,27.383,33.31%
37,fish,41.14,bubspeed1,27.383,33.44%
38,ToxicMonkey^MZC,41.347,bubspeed1,27.383,33.77%
39,[TURD]BURGER,41.707,bubspeed1,27.383,34.34%
40,75400379,41.752,bubspeed1,27.383,34.42%
41,Rambler,41.806,bubspeed1,27.383,34.50%
42,cka3ka,41.913,bubspeed1,27.383,34.67%
43,PRO-kypop,42.5,bubspeed1,27.383,35.57%
44,^WhIzArD^,51.896,bubspeed1,27.383,47.23%
45,}}Wetarded{{,52.01,bubspeed1,27.383,47.35%
46,AK-47,53.85,bubspeed1,27.383,49.15%
47,Mazas,54.447,bubspeed1,27.383,49.71%
48,[DARF]BALLS,81.217,bubspeed1,27.383,66.28%
1,Lofas,4.907,burn,4.907,0.00%
2,prd,4.935,burn,4.907,0.57%
3,EnZ,4.954,burn,4.907,0.95%
4,ds.ads,4.962,burn,4.907,1.11%
5,KroPP,4.99,burn,4.907,1.66%
6,GreenJumper,4.995,burn,4.907,1.76%
7,Scipio,5.016,burn,4.907,2.17%
8,ace,5.024,burn,4.907,2.33%
9,Beepbeep,5.024,burn,4.907,2.33%
10,Cleaner,5.056,burn,4.907,2.95%
11,Nubcake,5.072,burn,4.907,3.25%
12,g0rky,5.088,burn,4.907,3.56%
13,DM,5.089,burn,4.907,3.58%
14,cr33pz,5.1,burn,4.907,3.78%
15,Stoner,5.101,burn,4.907,3.80%
16,mule_0wnz,5.103,burn,4.907,3.84%
17,dnb,5.11,burn,4.907,3.97%
18,75400379,5.115,burn,4.907,4.07%
19,quazilin,5.129,burn,4.907,4.33%
20,maq,5.157,burn,4.907,4.85%
21,santher,5.169,burn,4.907,5.07%
22,fish,5.176,burn,4.907,5.20%
23,Casper,5.18,burn,4.907,5.27%
24,Skyline,5.182,burn,4.907,5.31%
25,buzt3r,5.182,burn,4.907,5.31%
26,[sf]fasadin,5.186,burn,4.907,5.38%
27,Oppe,5.2,burn,4.907,5.63%
28,_PLAY_,5.205,burn,4.907,5.73%
29,a2ha,5.29,burn,4.907,7.24%
30,baknd,5.343,burn,4.907,8.16%
31,yogurt,5.375,burn,4.907,8.71%
32,Idaho,5.404,burn,4.907,9.20%
33,PRO-kypop,5.412,burn,4.907,9.33%
34,cyber,5.413,burn,4.907,9.35%
35,Valuutta,5.431,burn,4.907,9.65%
36,Turbo,5.432,burn,4.907,9.66%
37,greenz,5.439,burn,4.907,9.78%
38,Barry_Allen,5.455,burn,4.907,10.05%
39,Sanja,5.477,burn,4.907,10.41%
40,snake,5.486,burn,4.907,10.55%
41,Kr3w,5.582,burn,4.907,12.09%
42,^WhIzArD^,5.654,burn,4.907,13.21%
43,AK-47,5.664,burn,4.907,13.37%
44,metzger,5.67,burn,4.907,13.46%
45,slugsk!e,5.695,burn,4.907,13.84%
46,Direktor,5.78,burn,4.907,15.10%
47,Wolfeh,5.85,burn,4.907,16.12%
48,Rambler,5.915,burn,4.907,17.04%
49,CreePy^,5.961,burn,4.907,17.68%
50,kNoC,6.061,burn,4.907,19.04%
51,ToxicMonkey^MZC,6.146,burn,4.907,20.16%
52,Death_Jump,6.155,burn,4.907,20.28%
53,cka3ka,6.187,burn,4.907,20.69%
54,nbc.shadow_no,6.217,burn,4.907,21.07%
55,qt,6.279,burn,4.907,21.85%
56,przypal,6.341,burn,4.907,22.61%
57,skjol,6.383,burn,4.907,23.12%
58,gOVER,6.392,burn,4.907,23.23%
59,ruda,6.45,burn,4.907,23.92%
60,&lt;&gt;,6.589,burn,4.907,25.53%
61,zerosignal,6.81,burn,4.907,27.94%
62,Ceth,8.034,burn,4.907,38.92%
63,nida_int,8.959,burn,4.907,45.23%
64,}}Wetarded{{,9.406,burn,4.907,47.83%
65,kw4snY,11.984,burn,4.907,59.05%
66,kutangus,13.83,burn,4.907,64.52%
1,Lofas,23.766,bustajump,23.766,0.00%
2,Casper,25.795,bustajump,23.766,7.87%
3,rl,26.101,bustajump,23.766,8.95%
4,APKIS,27.582,bustajump,23.766,13.84%
5,[3M.ROSS],31.676,bustajump,23.766,24.97%
6,_PLAY_,31.878,bustajump,23.766,25.45%
7,yogurt,37.186,bustajump,23.766,36.09%
8,}}Wetarded{{,39.114,bustajump,23.766,39.24%
9,^WhIzArD^,42.513,bustajump,23.766,44.10%
10,PRO-kypop,46.87,bustajump,23.766,49.29%
11,Valuutta,50.424,bustajump,23.766,52.87%
12,AK-47,59.073,bustajump,23.766,59.77%
13,heat_me.Jr,72.101,bustajump,23.766,67.04%
14,Castro,73.704,bustajump,23.766,67.75%
15,g0rky,78.731,bustajump,23.766,69.81%
16,quazilin,84.54,bustajump,23.766,71.89%
17,Sanja,131.13,bustajump,23.766,81.88%
18,75400379,145.99,bustajump,23.766,83.72%
19,zerosignal,161.301,bustajump,23.766,85.27%
1,Goblin,14.547,bw,14.547,0.00%
2,n00k!e,14.676,bw,14.547,0.88%
3,Lofas,14.705,bw,14.547,1.07%
4,Killa,14.873,bw,14.547,2.19%
5,yogurt,14.877,bw,14.547,2.22%
6,prd,15.07,bw,14.547,3.47%
7,ace,15.229,bw,14.547,4.48%
8,4Bidden,15.271,bw,14.547,4.74%
9,GreenJumper,15.503,bw,14.547,6.17%
10,75400379,16.571,bw,14.547,12.21%
11,zerosignal,17.265,bw,14.547,15.74%
1,Goblin,72.301,bw2,72.301,0.00%
2,n00k!e,74.382,bw2,72.301,2.80%
3,prd,87.676,bw2,72.301,17.54%
4,zerosignal,114.562,bw2,72.301,36.89%
5,Killa,125.141,bw2,72.301,42.22%
6,Lofas,128.09,bw2,72.301,43.55%
7,ace,152.439,bw2,72.301,52.57%
8,Barry_Allen,255.452,bw2,72.301,71.70%
9,Caboom,260.386,bw2,72.301,72.23%
1,Goblin,56.898,bw3,56.898,0.00%
2,Lofas,58,bw3,56.898,1.90%
3,Killa,59.402,bw3,56.898,4.22%
4,n00k!e,59.928,bw3,56.898,5.06%
5,Caboom,125.595,bw3,56.898,54.70%
6,zerosignal,142.458,bw3,56.898,60.06%
1,prd,41.44,bw3easy,41.44,0.00%
2,yogurt,44.837,bw3easy,41.44,7.58%
3,ace,47.272,bw3easy,41.44,12.34%
4,GreenJumper,54.974,bw3easy,41.44,24.62%
5,santher,57.691,bw3easy,41.44,28.17%
6,KroPP,59.499,bw3easy,41.44,30.35%
7,Barry_Allen,60.672,bw3easy,41.44,31.70%
8,4Bidden,62.857,bw3easy,41.44,34.07%
9,Castro,63.198,bw3easy,41.44,34.43%
10,zerosignal,66.278,bw3easy,41.44,37.48%
11,Stoner,67.999,bw3easy,41.44,39.06%
12,75400379,69.974,bw3easy,41.44,40.78%
13,greedisgood210,90.915,bw3easy,41.44,54.42%
1,APKIS,42.193,bw4,42.193,0.00%
2,Lofas,60.434,bw4,42.193,30.18%
1,KroPP,15.733,byxjumpin1,15.733,0.00%
2,prd,16.282,byxjumpin1,15.733,3.37%
3,APKIS,16.353,byxjumpin1,15.733,3.79%
4,santher,16.966,byxjumpin1,15.733,7.27%
5,unit3D,17.334,byxjumpin1,15.733,9.24%
6,Idaho,17.352,byxjumpin1,15.733,9.33%
7,g0rky,17.808,byxjumpin1,15.733,11.65%
8,ace,17.977,byxjumpin1,15.733,12.48%
9,Sanja,18.033,byxjumpin1,15.733,12.75%
10,a2ha,18.157,byxjumpin1,15.733,13.35%
11,c12,18.348,byxjumpin1,15.733,14.25%
12,}}Wetarded{{,18.412,byxjumpin1,15.733,14.55%
13,_PLAY_,18.722,byxjumpin1,15.733,15.97%
14,quazilin,19.111,byxjumpin1,15.733,17.68%
15,WhiteDemoN,19.279,byxjumpin1,15.733,18.39%
16,Julfisk,19.866,byxjumpin1,15.733,20.80%
17,Voety,21.19,byxjumpin1,15.733,25.75%
18,Rambler,21.233,byxjumpin1,15.733,25.90%
19,Cleaner,21.647,byxjumpin1,15.733,27.32%
20,buzt3r,21.69,byxjumpin1,15.733,27.46%
21,^WhIzArD^,22.145,byxjumpin1,15.733,28.95%
22,kw4snY,22.152,byxjumpin1,15.733,28.98%
23,&lt;&gt;,22.363,byxjumpin1,15.733,29.65%
24,Ceth,22.542,byxjumpin1,15.733,30.21%
25,[3M.ROSS],22.593,byxjumpin1,15.733,30.36%
26,shpongle,23.608,byxjumpin1,15.733,33.36%
27,skjol,23.633,byxjumpin1,15.733,33.43%
28,dummkopf,23.972,byxjumpin1,15.733,34.37%
29,Barry_Allen,23.974,byxjumpin1,15.733,34.37%
30,'OrangeTea',23.982,byxjumpin1,15.733,34.40%
31,75400379,24,byxjumpin1,15.733,34.45%
32,cka3ka,28,byxjumpin1,15.733,43.81%
33,Tofik,28.404,byxjumpin1,15.733,44.61%
34,zerosignal,28.888,byxjumpin1,15.733,45.54%
35,ToxicMonkey^MZC,31.83,byxjumpin1,15.733,50.57%
36,maq,35.668,byxjumpin1,15.733,55.89%
1,Killa,30.436,byxjumpin2,30.436,0.00%
2,APKIS,30.531,byxjumpin2,30.436,0.31%
3,KroPP,30.762,byxjumpin2,30.436,1.06%
4,Castro,30.837,byxjumpin2,30.436,1.30%
5,Tig,30.873,byxjumpin2,30.436,1.42%
6,yogurt,31.504,byxjumpin2,30.436,3.39%
7,prd,31.857,byxjumpin2,30.436,4.46%
8,Razer,32.203,byxjumpin2,30.436,5.49%
9,DRK,32.385,byxjumpin2,30.436,6.02%
10,Beepbeep,32.666,byxjumpin2,30.436,6.83%
11,_PLAY_,32.767,byxjumpin2,30.436,7.11%
12,[3M.ROSS],32.821,byxjumpin2,30.436,7.27%
13,Idaho,33.005,byxjumpin2,30.436,7.78%
14,RoN!N,33.159,byxjumpin2,30.436,8.21%
15,Boru,33.319,byxjumpin2,30.436,8.65%
16,slugsk!e,33.75,byxjumpin2,30.436,9.82%
17,}}Wetarded{{,33.774,byxjumpin2,30.436,9.88%
18,car^^,33.964,byxjumpin2,30.436,10.39%
19,^WhIzArD^,34.801,byxjumpin2,30.436,12.54%
20,Rambler,35.565,byxjumpin2,30.436,14.42%
21,quazilin,35.565,byxjumpin2,30.436,14.42%
22,AK-47,36.029,byxjumpin2,30.436,15.52%
23,DM,36.325,byxjumpin2,30.436,16.21%
24,fish,36.429,byxjumpin2,30.436,16.45%
25,PRO-kypop,37.586,byxjumpin2,30.436,19.02%
26,'OrangeTea',37.825,byxjumpin2,30.436,19.53%
27,buzt3r,38.36,byxjumpin2,30.436,20.66%
28,75400379,38.474,byxjumpin2,30.436,20.89%
29,Sanja,38.985,byxjumpin2,30.436,21.93%
30,randy,40.836,byxjumpin2,30.436,25.47%
31,kw4snY,40.999,byxjumpin2,30.436,25.76%
32,skjol,42.268,byxjumpin2,30.436,27.99%
33,Polish_boy,42.489,byxjumpin2,30.436,28.37%
34,shpongle,45.432,byxjumpin2,30.436,33.01%
35,cka3ka,46.048,byxjumpin2,30.436,33.90%
36,Voety,46.6,byxjumpin2,30.436,34.69%
37,przypal,46.606,byxjumpin2,30.436,34.70%
38,zerosignal,50.799,byxjumpin2,30.436,40.09%
39,Johnson,59.356,byxjumpin2,30.436,48.72%
1,APKIS,27.524,c1,27.524,0.00%
2,Killa,27.826,c1,27.524,1.09%
3,yogurt,28.162,c1,27.524,2.27%
4,KroPP,28.663,c1,27.524,3.97%
5,santher,29.948,c1,27.524,8.09%
6,fish,31.185,c1,27.524,11.74%
7,Direktor,32.125,c1,27.524,14.32%
8,[3M.ROSS],32.36,c1,27.524,14.94%
9,XtraGhost,32.567,c1,27.524,15.49%
10,bossmies,32.855,c1,27.524,16.23%
11,Casper,33.17,c1,27.524,17.02%
12,Castro,33.64,c1,27.524,18.18%
13,ace,35.745,c1,27.524,23.00%
14,heat_me.Jr,38.739,c1,27.524,28.95%
15,PRO-kypop,41.269,c1,27.524,33.31%
16,^WhIzArD^,46.252,c1,27.524,40.49%
17,}}Wetarded{{,52.379,c1,27.524,47.45%
18,maq,54.289,c1,27.524,49.30%
19,Wolfeh,57.766,c1,27.524,52.35%
20,nbc.shadow_no,72.19,c1,27.524,61.87%
21,Rambler,80.679,c1,27.524,65.88%
22,75400379,88.222,c1,27.524,68.80%
23,ToxicMonkey^MZC,103.562,c1,27.524,73.42%
24,zerosignal,203.742,c1,27.524,86.49%
25,cka3ka,265.775,c1,27.524,89.64%
1,Lofas,31.8,c1articwarehouse,31.8,0.00%
2,8======D,32.307,c1articwarehouse,31.8,1.57%
3,Castro,38.52,c1articwarehouse,31.8,17.45%
4,Rambler,38.885,c1articwarehouse,31.8,18.22%
5,quazilin,40.006,c1articwarehouse,31.8,20.51%
6,75400379,42.916,c1articwarehouse,31.8,25.90%
7,[3M.ROSS],52.249,c1articwarehouse,31.8,39.14%
8,Boru,62.303,c1articwarehouse,31.8,48.96%
9,}}Wetarded{{,86.411,c1articwarehouse,31.8,63.20%
10,zerosignal,132.266,c1articwarehouse,31.8,75.96%
1,Killa,26.937,c1jumps1,26.937,0.00%
2,prd,27.222,c1jumps1,26.937,1.05%
3,KroPP,27.388,c1jumps1,26.937,1.65%
4,Lofas,28.12,c1jumps1,26.937,4.21%
5,rl,28.172,c1jumps1,26.937,4.38%
6,Tig,28.267,c1jumps1,26.937,4.71%
7,ace,28.526,c1jumps1,26.937,5.57%
8,g0rky,28.532,c1jumps1,26.937,5.59%
9,RoN!N,28.557,c1jumps1,26.937,5.67%
10,sname,28.676,c1jumps1,26.937,6.06%
11,Castro,28.788,c1jumps1,26.937,6.43%
12,yogurt,28.805,c1jumps1,26.937,6.48%
13,[3M.ROSS],29.419,c1jumps1,26.937,8.44%
14,zerosignal,29.626,c1jumps1,26.937,9.08%
15,[sf]fasadin,29.778,c1jumps1,26.937,9.54%
16,mule_0wnz,31.434,c1jumps1,26.937,14.31%
17,skjol,31.872,c1jumps1,26.937,15.48%
18,&lt;&gt;,31.923,c1jumps1,26.937,15.62%
19,quazilin,33.876,c1jumps1,26.937,20.48%
20,fish,35.453,c1jumps1,26.937,24.02%
