pos,name,time,map,first,perc_from_first
34,Wolfeh,61.264,jumpish24,18.08,70.49%
1,prd,14.861,jumpish25,14.861,0.00%
2,Goblin,14.864,jumpish25,14.861,0.02%
3,Stoner,14.884,jumpish25,14.861,0.15%
4,Castro,14.909,jumpish25,14.861,0.32%
5,cr33pz,14.961,jumpish25,14.861,0.67%
6,_PLAY_,15.141,jumpish25,14.861,1.85%
7,ace,15.149,jumpish25,14.861,1.90%
8,KroPP,15.191,jumpish25,14.861,2.17%
9,dantek,15.224,jumpish25,14.861,2.38%
10,EnZ,15.346,jumpish25,14.861,3.16%
11,santher,15.392,jumpish25,14.861,3.45%
12,APKIS,15.419,jumpish25,14.861,3.62%
13,Beepbeep,15.427,jumpish25,14.861,3.67%
14,Kr3w,15.528,jumpish25,14.861,4.30%
15,ToxicMonkey^MZC,15.603,jumpish25,14.861,4.76%
16,Tig,15.653,jumpish25,14.861,5.06%
17,yogurt,15.724,jumpish25,14.861,5.49%
18,g0rky,15.818,jumpish25,14.861,6.05%
19,slugsk!e,15.865,jumpish25,14.861,6.33%
20,[3M.ROSS],15.885,jumpish25,14.861,6.45%
21,[sf]fasadin,15.894,jumpish25,14.861,6.50%
22,}}Wetarded{{,15.897,jumpish25,14.861,6.52%
23,baknd,15.966,jumpish25,14.861,6.92%
24,quazilin,15.999,jumpish25,14.861,7.11%
25,fish,16.058,jumpish25,14.861,7.45%
26,'OrangeTea',16.062,jumpish25,14.861,7.48%
27,a2ha,16.189,jumpish25,14.861,8.20%
28,Razer,16.199,jumpish25,14.861,8.26%
29,Johnson,16.21,jumpish25,14.861,8.32%
30,^WhIzArD^,16.246,jumpish25,14.861,8.53%
31,osvald,16.302,jumpish25,14.861,8.84%
32,Scipio,16.439,jumpish25,14.861,9.60%
33,75400379,16.55,jumpish25,14.861,10.21%
34,dnb,16.591,jumpish25,14.861,10.43%
35,Qub,16.648,jumpish25,14.861,10.73%
36,shpongle,16.842,jumpish25,14.861,11.76%
37,greedisgood210,16.866,jumpish25,14.861,11.89%
38,hao,16.981,jumpish25,14.861,12.48%
39,zerosignal,16.989,jumpish25,14.861,12.53%
40,buzt3r,17.085,jumpish25,14.861,13.02%
41,shabbatai,17.169,jumpish25,14.861,13.44%
42,cka3ka,17.222,jumpish25,14.861,13.71%
43,CreePy^,17.244,jumpish25,14.861,13.82%
44,masta,17.312,jumpish25,14.861,14.16%
45,Rambler,17.649,jumpish25,14.861,15.80%
46,Plajjump,17.9,jumpish25,14.861,16.98%
47,Scorpion,18.011,jumpish25,14.861,17.49%
48,Tofik,18.101,jumpish25,14.861,17.90%
49,heat_me.Jr,18.23,jumpish25,14.861,18.48%
50,PRO-kypop,18.67,jumpish25,14.861,20.40%
51,TehChaoz,18.815,jumpish25,14.861,21.02%
52,nida_int,19.371,jumpish25,14.861,23.28%
53,Sanja,19.426,jumpish25,14.861,23.50%
54,KrAzY_k,20.108,jumpish25,14.861,26.09%
55,Direktor,20.174,jumpish25,14.861,26.34%
56,Matti,20.69,jumpish25,14.861,28.17%
1,ds.ads,7.979,jumpish26,7.979,0.00%
2,n00k!e,7.994,jumpish26,7.979,0.19%
3,prd,7.996,jumpish26,7.979,0.21%
4,Killa,8.001,jumpish26,7.979,0.27%
5,Lofas,8.177,jumpish26,7.979,2.42%
6,yogurt,8.224,jumpish26,7.979,2.98%
7,ace,8.271,jumpish26,7.979,3.53%
8,KroPP,8.322,jumpish26,7.979,4.12%
9,Beepbeep,8.329,jumpish26,7.979,4.20%
10,maq,8.388,jumpish26,7.979,4.88%
11,cr33pz,8.399,jumpish26,7.979,5.00%
12,Castro,8.407,jumpish26,7.979,5.09%
13,GreenJumper,8.437,jumpish26,7.979,5.43%
14,Zod,8.438,jumpish26,7.979,5.44%
15,_PLAY_,8.481,jumpish26,7.979,5.92%
16,MASZ_ESA?,8.579,jumpish26,7.979,6.99%
17,}}Wetarded{{,8.618,jumpish26,7.979,7.41%
18,g0rky,8.637,jumpish26,7.979,7.62%
19,a2ha,8.65,jumpish26,7.979,7.76%
20,SBL,8.771,jumpish26,7.979,9.03%
21,UniBG,8.772,jumpish26,7.979,9.04%
22,PRO-kypop,8.897,jumpish26,7.979,10.32%
23,DM,9.047,jumpish26,7.979,11.81%
24,[3M.ROSS],9.073,jumpish26,7.979,12.06%
25,^WhIzArD^,9.086,jumpish26,7.979,12.18%
26,APKIS,9.095,jumpish26,7.979,12.27%
27,&lt;&gt;,9.207,jumpish26,7.979,13.34%
28,fish,9.333,jumpish26,7.979,14.51%
29,Cryptile,9.341,jumpish26,7.979,14.58%
30,Scorpion,9.353,jumpish26,7.979,14.69%
31,CodeBlack,9.39,jumpish26,7.979,15.03%
32,ToxicMonkey^MZC,9.398,jumpish26,7.979,15.10%
33,Wolfeh,9.409,jumpish26,7.979,15.20%
34,'OrangeTea',9.434,jumpish26,7.979,15.42%
35,baknd,9.465,jumpish26,7.979,15.70%
36,Kr3w,9.496,jumpish26,7.979,15.98%
37,quazilin,9.512,jumpish26,7.979,16.12%
38,metzger,9.514,jumpish26,7.979,16.13%
39,kw4snY,9.563,jumpish26,7.979,16.56%
40,StardusT,9.6,jumpish26,7.979,16.89%
41,DiVyDaN,9.653,jumpish26,7.979,17.34%
42,EnZ,9.7,jumpish26,7.979,17.74%
43,Mehis,9.713,jumpish26,7.979,17.85%
44,CreePy^,9.734,jumpish26,7.979,18.03%
45,Cleaner,9.789,jumpish26,7.979,18.49%
46,cka3ka,9.819,jumpish26,7.979,18.74%
47,Qub,9.957,jumpish26,7.979,19.87%
48,Voety,10.113,jumpish26,7.979,21.10%
49,shabbatai,10.247,jumpish26,7.979,22.13%
50,9816,10.374,jumpish26,7.979,23.09%
51,zerosignal,10.392,jumpish26,7.979,23.22%
52,Mako,10.461,jumpish26,7.979,23.73%
53,dnb,10.569,jumpish26,7.979,24.51%
54,Direktor,10.592,jumpish26,7.979,24.67%
55,car^^,10.686,jumpish26,7.979,25.33%
56,greedisgood210,10.703,jumpish26,7.979,25.45%
57,Barry_Allen,10.76,jumpish26,7.979,25.85%
58,nbc.shadow_no,10.787,jumpish26,7.979,26.03%
59,Polish_boy,10.843,jumpish26,7.979,26.41%
60,Rambler,10.982,jumpish26,7.979,27.34%
61,Ceth,11.12,jumpish26,7.979,28.25%
62,ne_pizdi,11.209,jumpish26,7.979,28.82%
63,everlast,11.238,jumpish26,7.979,29.00%
64,hao,11.496,jumpish26,7.979,30.59%
65,heat_me.Jr,11.637,jumpish26,7.979,31.43%
66,75400379,11.66,jumpish26,7.979,31.57%
67,ruda,11.707,jumpish26,7.979,31.84%
68,Moharo,12.483,jumpish26,7.979,36.08%
69,Tofik,12.515,jumpish26,7.979,36.24%
1,Killa,24.006,jumpish27a,24.006,0.00%
2,n00k!e,24.286,jumpish27a,24.006,1.15%
3,KroPP,24.503,jumpish27a,24.006,2.03%
4,APKIS,25.143,jumpish27a,24.006,4.52%
5,Castro,25.378,jumpish27a,24.006,5.41%
6,prd,25.378,jumpish27a,24.006,5.41%
7,yogurt,25.487,jumpish27a,24.006,5.81%
8,Direktor,25.626,jumpish27a,24.006,6.32%
9,ace,25.759,jumpish27a,24.006,6.81%
10,[sf]fasadin,26.629,jumpish27a,24.006,9.85%
11,Cleaner,27.09,jumpish27a,24.006,11.38%
12,Qub,27.117,jumpish27a,24.006,11.47%
13,ds.ads,27.16,jumpish27a,24.006,11.61%
14,Kr3w,27.702,jumpish27a,24.006,13.34%
15,^WhIzArD^,27.771,jumpish27a,24.006,13.56%
16,glide^,28.198,jumpish27a,24.006,14.87%
17,(MCS)Faderjok,28.464,jumpish27a,24.006,15.66%
18,&lt;&gt;,28.769,jumpish27a,24.006,16.56%
19,zerosignal,29.099,jumpish27a,24.006,17.50%
20,cka3ka,30.594,jumpish27a,24.006,21.53%
21,Mako,31.724,jumpish27a,24.006,24.33%
22,[3M.ROSS],31.976,jumpish27a,24.006,24.92%
23,75400379,32.615,jumpish27a,24.006,26.40%
24,ToxicMonkey^MZC,33.449,jumpish27a,24.006,28.23%
25,Rambler,33.639,jumpish27a,24.006,28.64%
26,'OrangeTea',33.763,jumpish27a,24.006,28.90%
27,DM,39.305,jumpish27a,24.006,38.92%
28,skjol,40.556,jumpish27a,24.006,40.81%
29,OpkeZ,41.566,jumpish27a,24.006,42.25%
30,cr33pz,42.921,jumpish27a,24.006,44.07%
31,deadfroggy,43.203,jumpish27a,24.006,44.43%
32,XtraGhost,43.669,jumpish27a,24.006,45.03%
33,randy,44.097,jumpish27a,24.006,45.56%
34,ins,49.188,jumpish27a,24.006,51.20%
35,shpongle,49.699,jumpish27a,24.006,51.70%
36,Mazas,51.688,jumpish27a,24.006,53.56%
37,kw4snY,53.576,jumpish27a,24.006,55.19%
38,Ceth,54.039,jumpish27a,24.006,55.58%
39,_PLAY_,55.967,jumpish27a,24.006,57.11%
40,car^^,56.757,jumpish27a,24.006,57.70%
41,}}Wetarded{{,63.447,jumpish27a,24.006,62.16%
42,nbc.shadow_no,66.339,jumpish27a,24.006,63.81%
43,PRO-kypop,68.686,jumpish27a,24.006,65.05%
44,greedisgood210,80.802,jumpish27a,24.006,70.29%
45,!^ChOpPeR^!,96.789,jumpish27a,24.006,75.20%
46,Barry_Allen,111.311,jumpish27a,24.006,78.43%
47,baknd,137.564,jumpish27a,24.006,82.55%
1,Lofas,15.646,jumpish28,15.646,0.00%
2,prd,15.662,jumpish28,15.646,0.10%
3,Killa,15.687,jumpish28,15.646,0.26%
4,santher,15.805,jumpish28,15.646,1.01%
5,Stoner,15.814,jumpish28,15.646,1.06%
6,Cr4zy,16.082,jumpish28,15.646,2.71%
7,_PLAY_,16.103,jumpish28,15.646,2.84%
8,OpkeZ,16.143,jumpish28,15.646,3.08%
9,g0rky,16.176,jumpish28,15.646,3.28%
10,}}Wetarded{{,16.284,jumpish28,15.646,3.92%
11,EnZ,16.303,jumpish28,15.646,4.03%
12,a2ha,16.369,jumpish28,15.646,4.42%
13,Cleaner,16.392,jumpish28,15.646,4.55%
14,ace,16.541,jumpish28,15.646,5.41%
15,'OrangeTea',16.741,jumpish28,15.646,6.54%
16,fish,16.764,jumpish28,15.646,6.67%
17,StardusT,16.863,jumpish28,15.646,7.22%
18,baknd,16.956,jumpish28,15.646,7.73%
19,[3M.ROSS],16.97,jumpish28,15.646,7.80%
20,PRO-kypop,16.977,jumpish28,15.646,7.84%
21,ToxicMonkey^MZC,17.025,jumpish28,15.646,8.10%
22,Beepbeep,17.197,jumpish28,15.646,9.02%
23,buzt3r,17.401,jumpish28,15.646,10.09%
24,kNoC,17.471,jumpish28,15.646,10.45%
25,CodeBlack,17.592,jumpish28,15.646,11.06%
26,Rambler,17.673,jumpish28,15.646,11.47%
27,grigori,17.936,jumpish28,15.646,12.77%
28,ins,17.971,jumpish28,15.646,12.94%
29,Direktor,18.217,jumpish28,15.646,14.11%
30,hao,18.581,jumpish28,15.646,15.80%
31,heat_me.Jr,18.914,jumpish28,15.646,17.28%
32,pablo,19.979,jumpish28,15.646,21.69%
33,75400379,20.573,jumpish28,15.646,23.95%
34,zerosignal,20.773,jumpish28,15.646,24.68%
35,Plajjump,30.267,jumpish28,15.646,48.31%
36,Idaho,35.161,jumpish28,15.646,55.50%
37,cka3ka,46.491,jumpish28,15.646,66.35%
1,Goblin,8.393,jumpish29,8.393,0.00%
2,prd,8.425,jumpish29,8.393,0.38%
3,n00k!e,8.561,jumpish29,8.393,1.96%
4,_PLAY_,8.758,jumpish29,8.393,4.17%
5,cr33pz,8.772,jumpish29,8.393,4.32%
6,Lofas,8.814,jumpish29,8.393,4.78%
7,(MCS)Faderjok,8.823,jumpish29,8.393,4.87%
8,g0rky,8.853,jumpish29,8.393,5.20%
9,ace,8.902,jumpish29,8.393,5.72%
10,santher,8.902,jumpish29,8.393,5.72%
11,Stoner,9.034,jumpish29,8.393,7.10%
12,a2ha,9.08,jumpish29,8.393,7.57%
13,Zod,9.113,jumpish29,8.393,7.90%
14,GreenJumper,9.127,jumpish29,8.393,8.04%
15,Idaho,9.306,jumpish29,8.393,9.81%
16,'OrangeTea',9.603,jumpish29,8.393,12.60%
17,Den4ik,9.736,jumpish29,8.393,13.79%
18,cka3ka,9.829,jumpish29,8.393,14.61%
19,maq,9.846,jumpish29,8.393,14.76%
20,glide^,9.861,jumpish29,8.393,14.89%
21,ToxicMonkey^MZC,9.892,jumpish29,8.393,15.15%
22,StardusT,9.94,jumpish29,8.393,15.56%
23,Castro,10.074,jumpish29,8.393,16.69%
24,hao,10.141,jumpish29,8.393,17.24%
25,[3M.ROSS],10.332,jumpish29,8.393,18.77%
26,car^^,10.35,jumpish29,8.393,18.91%
27,buzt3r,10.402,jumpish29,8.393,19.31%
28,Sanja,10.454,jumpish29,8.393,19.71%
29,Scorpion,10.613,jumpish29,8.393,20.92%
30,metzger,10.623,jumpish29,8.393,20.99%
31,heat_me.Jr,10.66,jumpish29,8.393,21.27%
32,fish,10.739,jumpish29,8.393,21.85%
33,nbc.shadow_no,10.75,jumpish29,8.393,21.93%
34,75400379,10.855,jumpish29,8.393,22.68%
35,Wolfeh,11.128,jumpish29,8.393,24.58%
36,CreePy^,11.156,jumpish29,8.393,24.77%
37,Valuutta,11.16,jumpish29,8.393,24.79%
38,Ceth,11.18,jumpish29,8.393,24.93%
39,^WhIzArD^,11.232,jumpish29,8.393,25.28%
40,Death_Jump,11.252,jumpish29,8.393,25.41%
41,Rambler,11.548,jumpish29,8.393,27.32%
42,Direktor,11.569,jumpish29,8.393,27.45%
43,tjotosz?,11.585,jumpish29,8.393,27.55%
44,DM,11.592,jumpish29,8.393,27.60%
45,baknd,11.682,jumpish29,8.393,28.15%
46,rav,11.822,jumpish29,8.393,29.01%
47,skjol,11.957,jumpish29,8.393,29.81%
48,}}Wetarded{{,12.13,jumpish29,8.393,30.81%
49,Plajjump,12.634,jumpish29,8.393,33.57%
50,ins,13.37,jumpish29,8.393,37.23%
51,PRO-kypop,13.455,jumpish29,8.393,37.62%
52,ne_pizdi,14.032,jumpish29,8.393,40.19%
53,bakutil,14.268,jumpish29,8.393,41.18%
54,zerosignal,27.519,jumpish29,8.393,69.50%
1,Goblin,24.31,jumpish31,24.31,0.00%
2,Lofas,24.701,jumpish31,24.31,1.58%
3,Stoner,24.955,jumpish31,24.31,2.58%
4,rl,25.232,jumpish31,24.31,3.65%
5,mule_0wnz,25.67,jumpish31,24.31,5.30%
6,ziomek,25.986,jumpish31,24.31,6.45%
7,Cleaner,26.396,jumpish31,24.31,7.90%
8,a2ha,26.453,jumpish31,24.31,8.10%
9,prd,26.997,jumpish31,24.31,9.95%
10,ace,27.559,jumpish31,24.31,11.79%
11,Castro,27.784,jumpish31,24.31,12.50%
12,Kr3w,27.896,jumpish31,24.31,12.85%
13,[3M.ROSS],28.051,jumpish31,24.31,13.34%
14,g0rky,28.08,jumpish31,24.31,13.43%
15,quazilin,28.167,jumpish31,24.31,13.69%
16,Sanja,28.376,jumpish31,24.31,14.33%
17,}}Wetarded{{,28.837,jumpish31,24.31,15.70%
18,yogurt,29.512,jumpish31,24.31,17.63%
19,^WhIzArD^,29.759,jumpish31,24.31,18.31%
20,CodeBlack,30.042,jumpish31,24.31,19.08%
21,_PLAY_,30.945,jumpish31,24.31,21.44%
22,Beepbeep,30.952,jumpish31,24.31,21.46%
23,Rambler,32.013,jumpish31,24.31,24.06%
24,PRO-kypop,33.144,jumpish31,24.31,26.65%
25,75400379,33.434,jumpish31,24.31,27.29%
26,cka3ka,33.808,jumpish31,24.31,28.09%
27,maq,34.774,jumpish31,24.31,30.09%
28,SBL,34.796,jumpish31,24.31,30.14%
29,'OrangeTea',35.716,jumpish31,24.31,31.94%
30,Some1,37.582,jumpish31,24.31,35.31%
31,ToxicMonkey^MZC,42.825,jumpish31,24.31,43.23%
32,nyzki,58.321,jumpish31,24.31,58.32%
33,zerosignal,66.808,jumpish31,24.31,63.61%
34,McStoun,210.341,jumpish31,24.31,88.44%
1,Stoner,10.824,jumpish33,10.824,0.00%
2,KroPP,10.954,jumpish33,10.824,1.19%
3,APKIS,10.994,jumpish33,10.824,1.55%
4,prd,11.228,jumpish33,10.824,3.60%
5,Lofas,11.68,jumpish33,10.824,7.33%
6,Casper,12.071,jumpish33,10.824,10.33%
7,Killa,12.178,jumpish33,10.824,11.12%
8,santher,12.244,jumpish33,10.824,11.60%
9,GreenJumper,12.302,jumpish33,10.824,12.01%
10,yogurt,12.401,jumpish33,10.824,12.72%
11,zerosignal,12.458,jumpish33,10.824,13.12%
12,Castro,12.567,jumpish33,10.824,13.87%
13,^WhIzArD^,12.746,jumpish33,10.824,15.08%
14,Sanja,12.782,jumpish33,10.824,15.32%
15,Direktor,12.935,jumpish33,10.824,16.32%
16,quazilin,12.945,jumpish33,10.824,16.38%
17,_PLAY_,13.157,jumpish33,10.824,17.73%
18,fish,13.21,jumpish33,10.824,18.06%
19,[3M.ROSS],13.362,jumpish33,10.824,18.99%
20,Beepbeep,13.484,jumpish33,10.824,19.73%
21,g0rky,13.506,jumpish33,10.824,19.86%
22,Cleaner,13.526,jumpish33,10.824,19.98%
23,[TURD]BURGER,13.915,jumpish33,10.824,22.21%
24,Idaho,13.918,jumpish33,10.824,22.23%
25,cka3ka,14.612,jumpish33,10.824,25.92%
26,Rambler,14.622,jumpish33,10.824,25.97%
27,TeiOch^[tLk],15.339,jumpish33,10.824,29.43%
28,[DARF]BALLS,15.446,jumpish33,10.824,29.92%
29,Bezel,16.126,jumpish33,10.824,32.88%
30,przypal,16.215,jumpish33,10.824,33.25%
31,baknd,16.314,jumpish33,10.824,33.65%
32,'OrangeTea',16.654,jumpish33,10.824,35.01%
33,}}Wetarded{{,16.896,jumpish33,10.824,35.94%
34,ToxicMonkey^MZC,17.016,jumpish33,10.824,36.39%
35,Razer,17.434,jumpish33,10.824,37.91%
36,nbc.shadow_no,17.813,jumpish33,10.824,39.24%
37,metzger,19.512,jumpish33,10.824,44.53%
38,pablo,20.08,jumpish33,10.824,46.10%
39,shpongle,20.159,jumpish33,10.824,46.31%
40,75400379,21.586,jumpish33,10.824,49.86%
41,CreePy^,24.611,jumpish33,10.824,56.02%
42,ins,27.695,jumpish33,10.824,60.92%
43,bossmies,28.576,jumpish33,10.824,62.12%
44,dnb,33.914,jumpish33,10.824,68.08%
45,adren,37.444,jumpish33,10.824,71.09%
1,Caboom,28.931,jumpish34,28.931,0.00%
2,prd,29.515,jumpish34,28.931,1.98%
3,Casper,32.223,jumpish34,28.931,10.22%
4,APKIS,32.235,jumpish34,28.931,10.25%
5,[3M.ROSS],33.63,jumpish34,28.931,13.97%
6,maq,33.891,jumpish34,28.931,14.64%
7,ace,35.595,jumpish34,28.931,18.72%
8,Sanja,39.376,jumpish34,28.931,26.53%
9,Castro,41.333,jumpish34,28.931,30.01%
10,zerosignal,47.266,jumpish34,28.931,38.79%
11,Rambler,51.097,jumpish34,28.931,43.38%
12,quazilin,52.368,jumpish34,28.931,44.75%
13,Turbo,57.444,jumpish34,28.931,49.64%
14,75400379,57.509,jumpish34,28.931,49.69%
15,_PLAY_,62.838,jumpish34,28.931,53.96%
16,Cleaner,63.393,jumpish34,28.931,54.36%
17,'OrangeTea',67.626,jumpish34,28.931,57.22%
18,nbc.shadow_no,76.995,jumpish34,28.931,62.42%
19,PRO-kypop,83.753,jumpish34,28.931,65.46%
20,Kr3w,90.039,jumpish34,28.931,67.87%
21,AK-47,95.15,jumpish34,28.931,69.59%
22,greedisgood210,136.51,jumpish34,28.931,78.81%
23,cka3ka,160.123,jumpish34,28.931,81.93%
1,Goblin,17.06,jumpish36,17.06,0.00%
2,prd,17.511,jumpish36,17.06,2.58%
3,Killa,17.652,jumpish36,17.06,3.35%
4,ds.ads,18.062,jumpish36,17.06,5.55%
5,santher,18.96,jumpish36,17.06,10.02%
6,Zod,19.065,jumpish36,17.06,10.52%
7,GreenJumper,19.474,jumpish36,17.06,12.40%
8,quazilin,19.673,jumpish36,17.06,13.28%
9,ace,19.996,jumpish36,17.06,14.68%
10,neoxotb,20.319,jumpish36,17.06,16.04%
11,masta,20.515,jumpish36,17.06,16.84%
12,Rambler,20.549,jumpish36,17.06,16.98%
13,mule_0wnz,22.517,jumpish36,17.06,24.24%
14,^WhIzArD^,22.954,jumpish36,17.06,25.68%
15,_PLAY_,23.159,jumpish36,17.06,26.34%
16,maq,23.507,jumpish36,17.06,27.43%
17,glide^,24.175,jumpish36,17.06,29.43%
18,Kr3w,24.69,jumpish36,17.06,30.90%
19,slugsk!e,26.266,jumpish36,17.06,35.05%
20,PRO-kypop,26.831,jumpish36,17.06,36.42%
21,greenz,27.16,jumpish36,17.06,37.19%
22,'OrangeTea',27.606,jumpish36,17.06,38.20%
23,nbc.shadow_no,28.215,jumpish36,17.06,39.54%
24,Cleaner,28.612,jumpish36,17.06,40.37%
25,75400379,28.66,jumpish36,17.06,40.47%
26,[3M.ROSS],29.092,jumpish36,17.06,41.36%
27,Mehis,31.546,jumpish36,17.06,45.92%
28,ToxicMonkey^MZC,33.881,jumpish36,17.06,49.65%
29,}}Wetarded{{,34.905,jumpish36,17.06,51.12%
30,Rainmkr,36.385,jumpish36,17.06,53.11%
31,cka3ka,41.335,jumpish36,17.06,58.73%
32,ins,58.89,jumpish36,17.06,71.03%
33,Barry_Allen,77.715,jumpish36,17.06,78.05%
34,zerosignal,130.591,jumpish36,17.06,86.94%
35,ruda,157.004,jumpish36,17.06,89.13%
1,prd,17.318,jumpish37,17.318,0.00%
2,KroPP,17.462,jumpish37,17.318,0.82%
3,ace,17.637,jumpish37,17.318,1.81%
4,Castro,17.931,jumpish37,17.318,3.42%
5,ds.ads,17.993,jumpish37,17.318,3.75%
6,santher,18.049,jumpish37,17.318,4.05%
7,APKIS,18.224,jumpish37,17.318,4.97%
8,(MCS)Faderjok,18.252,jumpish37,17.318,5.12%
9,yogurt,18.322,jumpish37,17.318,5.48%
10,Tig,18.382,jumpish37,17.318,5.79%
11,Rambler,19.945,jumpish37,17.318,13.17%
12,a2ha,19.988,jumpish37,17.318,13.36%
13,g0rky,20.015,jumpish37,17.318,13.47%
14,leviathan,20.054,jumpish37,17.318,13.64%
15,cr33pz,20.257,jumpish37,17.318,14.51%
16,AK-47,20.28,jumpish37,17.318,14.61%
17,}}Wetarded{{,20.383,jumpish37,17.318,15.04%
18,mordo,20.763,jumpish37,17.318,16.59%
19,CodeBlack,21.018,jumpish37,17.318,17.60%
20,[3M.ROSS],21.03,jumpish37,17.318,17.65%
21,Razer,21.07,jumpish37,17.318,17.81%
22,'OrangeTea',21.588,jumpish37,17.318,19.78%
23,cka3ka,21.627,jumpish37,17.318,19.92%
24,fish,22.202,jumpish37,17.318,22.00%
25,^WhIzArD^,23.364,jumpish37,17.318,25.88%
26,maq,23.395,jumpish37,17.318,25.98%
27,Direktor,27.092,jumpish37,17.318,36.08%
28,Voety,29.416,jumpish37,17.318,41.13%
29,#NAME?,30.355,jumpish37,17.318,42.95%
30,zerosignal,32.834,jumpish37,17.318,47.26%
31,75400379,34.76,jumpish37,17.318,50.18%
32,ToxicMonkey^MZC,37.115,jumpish37,17.318,53.34%
33,_PLAY_,37.746,jumpish37,17.318,54.12%
34,Caboom,40.178,jumpish37,17.318,56.90%
35,PRO-kypop,63.369,jumpish37,17.318,72.67%
36,kNoC,87.46,jumpish37,17.318,80.20%
1,Lofas,38.232,jumpish38,38.232,0.00%
2,Stoner,42.261,jumpish38,38.232,9.53%
3,[3M.ROSS],44.405,jumpish38,38.232,13.90%
4,Cleaner,46.413,jumpish38,38.232,17.63%
5,ace,47.466,jumpish38,38.232,19.45%
6,Caboom,48.63,jumpish38,38.232,21.38%
7,Casper,49.869,jumpish38,38.232,23.34%
8,Rambler,50.07,jumpish38,38.232,23.64%
9,UniBG,55.539,jumpish38,38.232,31.16%
10,ins,56.162,jumpish38,38.232,31.93%
11,75400379,63.006,jumpish38,38.232,39.32%
12,DM,68.079,jumpish38,38.232,43.84%
13,quazilin,73.17,jumpish38,38.232,47.75%
14,'OrangeTea',76.445,jumpish38,38.232,49.99%
15,Sanja,81.378,jumpish38,38.232,53.02%
16,_PLAY_,89.992,jumpish38,38.232,57.52%
17,zerosignal,122.469,jumpish38,38.232,68.78%
1,Lofas,20.317,jumpish39,20.317,0.00%
2,bossmies,22.325,jumpish39,20.317,8.99%
3,ziomek,22.703,jumpish39,20.317,10.51%
4,[3M.ROSS],23.408,jumpish39,20.317,13.20%
5,ToRc}{,23.438,jumpish39,20.317,13.32%
6,Casper,23.666,jumpish39,20.317,14.15%
7,quazilin,24.553,jumpish39,20.317,17.25%
8,masta,25.118,jumpish39,20.317,19.11%
9,{G}oo{F},25.323,jumpish39,20.317,19.77%
10,fish,26.268,jumpish39,20.317,22.65%
11,snake,26.533,jumpish39,20.317,23.43%
12,_PLAY_,27.246,jumpish39,20.317,25.43%
13,Cleaner,29.529,jumpish39,20.317,31.20%
14,mordo,31.531,jumpish39,20.317,35.56%
15,AK-47,32.2,jumpish39,20.317,36.90%
16,Rambler,32.666,jumpish39,20.317,37.80%
17,ins,45.268,jumpish39,20.317,55.12%
18,nbc.shadow_no,47.478,jumpish39,20.317,57.21%
19,Direktor,48.054,jumpish39,20.317,57.72%
20,PRO-kypop,50.415,jumpish39,20.317,59.70%
21,DM,51.67,jumpish39,20.317,60.68%
22,75400379,55.397,jumpish39,20.317,63.32%
23,}}Wetarded{{,85.142,jumpish39,20.317,76.14%
24,:pP:Izanag,250.806,jumpish39,20.317,91.90%
25,zerosignal,335.568,jumpish39,20.317,93.95%
26,baknd,340.434,jumpish39,20.317,94.03%
1,KroPP,18.568,jumpish4,18.568,0.00%
2,[3M.ROSS],20.558,jumpish4,18.568,9.68%
3,bossmies,21.156,jumpish4,18.568,12.23%
4,Zod,21.477,jumpish4,18.568,13.54%
5,Castro,22.303,jumpish4,18.568,16.75%
6,sh@dow,22.41,jumpish4,18.568,17.14%
7,Direktor,23.47,jumpish4,18.568,20.89%
8,nbc.shadow_no,24.491,jumpish4,18.568,24.18%
9,yogurt,24.494,jumpish4,18.568,24.19%
10,zerosignal,24.874,jumpish4,18.568,25.35%
11,ace,25.783,jumpish4,18.568,27.98%
12,_PLAY_,25.823,jumpish4,18.568,28.10%
13,g0rky,25.974,jumpish4,18.568,28.51%
14,Idaho,26.24,jumpish4,18.568,29.24%
15,}}Wetarded{{,26.61,jumpish4,18.568,30.22%
16,XtraGhost,29.306,jumpish4,18.568,36.64%
17,^WhIzArD^,29.741,jumpish4,18.568,37.57%
18,randy,30.109,jumpish4,18.568,38.33%
19,StardusT,30.446,jumpish4,18.568,39.01%
20,grigori,32.798,jumpish4,18.568,43.39%
21,fish,33.087,jumpish4,18.568,43.88%
22,[TURD]BURGER,36.672,jumpish4,18.568,49.37%
23,baknd,37.477,jumpish4,18.568,50.45%
24,Barry_Allen,37.902,jumpish4,18.568,51.01%
25,ToxicMonkey^MZC,37.946,jumpish4,18.568,51.07%
26,75400379,47.44,jumpish4,18.568,60.86%
27,skjol,51.281,jumpish4,18.568,63.79%
28,cka3ka,54.178,jumpish4,18.568,65.73%
29,dnb,63.846,jumpish4,18.568,70.92%
30,CreePy^,63.905,jumpish4,18.568,70.94%
31,[DARF]BALLS,81.249,jumpish4,18.568,77.15%
32,ins,186.423,jumpish4,18.568,90.04%
1,KroPP,37.726,jumpish40,37.726,0.00%
2,prd,42.552,jumpish40,37.726,11.34%
3,DRK,44.282,jumpish40,37.726,14.81%
4,[3M.ROSS],46.17,jumpish40,37.726,18.29%
5,Rambler,51.813,jumpish40,37.726,27.19%
6,RoN!N,53.564,jumpish40,37.726,29.57%
7,Stoner,55.921,jumpish40,37.726,32.54%
8,quazilin,59.76,jumpish40,37.726,36.87%
